how is the examination investigating sleep apnea conducted?	"[""may include an examination of the nose and mouth to check for a physical obstruction, as well as other warning signs such as nasal polyps, a high or narrow arched palate, a displaced jaw, or enlarged tonsils or adenoids.""]"
what infections are known to produce night sweats?	"[""tuberculosis and hiv""]"
what are the symptoms of fatal familial temperature?	"[""weight loss, changes in voice, or vegetative symptoms like excessive sweating, rapid heart rate, and trouble regulating body temperature""]"
what does an actigraph do?	"[""monitor your sleep-wake activity""]"
what is loss of pillow loft?	"[""after being compressed for a prolonged period every night, your pillow may start to flatten.""]"
what effect does smoking cigarettes have on caffeine metabolism?	"[""speeds up caffeine metabolism""]"
how is chiari malformation linked to osa?	"[""the farther the brain protrudes downward into the spinal canal, the more likely a person is to have osa.""]"
what are the effects of meditation at a biological level?	"[""meditation slows the heart rate and breathing and lowers levels of cortisol""]"
what is the opposite of delayed sleep phase syndrome?	"[""advanced sleep phase syndrome, causes you to fall asleep early and wake up early.""]"
why does rem rebound occur?	"[""in response to sleep deprivation, stress, and suppressed rem sleep""]"
what does sleeping with contacts in increase the risk of?	"[""a corneal infection""]"
how much sleep do adolescents need per night?	"[""up to 10 hours of sleep a night""]"
what percentage of young adults that casually use marijuana do so to help them sleep?	"[""around 70%""]"
why can cpap machines cause some people to feel as though they cannot exhale properly or that they are choking?	"[""cpap machines continuously pump air at one pressure setting rather than varying in pressure between the inhale and exhale""]"
what happens if sleeping pills do not work for the patient?	"[""may change your dosage instructions or assign you a different one""]"
who should not sleep with socks?	"[""if you have circulatory issues, swelling of the feet, or other issues that could potentially increase the likelihood of socks restricting blood flow to your legs and feet.""]"
what does a doctor need to diagnose you with obstructive sleep apnea?	"[""an approved laboratory sleep study or an at-home sleep study""]"
why is melatonin not regulated by the food and drug administration (fda)?	"[""melatonin is considered a dietary supplement, not a drug.""]"
what are irregular menstrual cycles linked to?	"[""light sleep and nighttime wakings, and a longer period may also be accompanied by insomnia symptoms.""]"
why are mattress toppers better equipped than mattress pads to make a mattress either firmer or softer?	"[""because mattress toppers are thicker than mattress pads""]"
what does the lower back support?	"[""most of the body's weight and is integral to all kinds of movements""]"
what is a sleep-wake cycle?	"[""schedule of when you are asleep or awake across each 24-hour period.""]"
how does screen time lead to less restful sleep?	"[""by delaying the release of melatonin, screen time pushes back bedtime and leads to less restful sleep.""]"
why do certain mattresses tend to have shorter lifespans?	"[""as they are prone to sagging and body impressions""]"
what may anxiety create a higher likelihood of?	"[""sleep disruptions.""]"
what is the benefit of using a duvet cover?	"[""adds a layer of protection, so some damage that may render a comforter unusable might just require a new cover for those using a duvet""]"
who is not recommended to do asv therapy?	"[""people with a certain type of congestive heart failure coupled with moderate to severe central sleep apnea""]"
what should parents who observe seizure-like movements in their infant do?	"[""talk to their pediatrician to rule out other diagnoses.""]"
how much sleep does the average college student have per night during finals week?	"[""6.36 hours per night""]"
how likely is it for patients with sleep apnea to develop heart arrhythmias?	"[""2-4 four times more likely to develop heart arrhythmias (abnormal heart rhythms) than people without this condition.""]"
who can help people with narcolepsy?	"[""online or in-person support groups""]"
why are older adults more likely to have symptoms of nocturnal lagophthalmos?	"[""due to age-related reduction in tear quality and production""]"
how can sleep hygiene in babies be improved?	"[""by creating a consistent sleep schedule and routine and ensuring that the baby has a calm and quiet environment for sleep.""]"
when does sleep debt accumulate?	"[""when you regularly lose sleep""]"
what indicates excessive sleepiness?	"[""falling asleep in less than eight minutes during a daytime test""]"
how can you recognize twill?	"[""by its diagonal ribbing, which looks similar to denim""]"
when should the possibility of a sleep disorder be explored for eds?	"[""if you don't have health or psychiatric problems that could be causing your eds""]"
what do insurance providers almost always request in order to start coverage for a cpap machine and related equipment?	"[""that you present an obstructive sleep apnea diagnosis before starting coverage for a cpap machine and related equipment.""]"
what is the relationship between sleep and physical and mental health?	"[""sleep is essential to our physical and mental health.""]"
what environmental factors contribute to nosebleeds?	"[""dry air or allergens""]"
when do children of all ages sleep better?	"[""after listening to soothing melodies""]"
how prevalent is sleep talking?	"[""extremely prevalent""]"
what does firmness describe?	"[""how hard or soft a bed feels""]"
who is hgns not recommended for?	"[""people who are pregnant or planning to become pregnant, or for patients who already have an implanted device that might interfere with the hgns""]"
how much time does a healthy person take to fall asleep?	"[""between 10 and 20 minutes""]"
how many epileptic people have seizures when awake?	"[""40% only have seizures while awake and 35% have seizures both while awake and asleep""]"
what short-term symptoms can sleep apnea cause if left untreated?	"[""intrusive snoring, morning headaches, sore throats, daytime fatigue, irritability, and disordered sleep patterns.""]"
what does resolving health inequalities require?	"[""an ambitious program to learn more about their prevalence, causes, and impacts""]"
what is the safest method of sleeping for the first 6 months of a child's life?	"[""sharing a room with your baby's crib or bassinet""]"
